"time","wallTime","wc2.P.R[cG][cG](1) [m]","wc2.P.R[cG][cG](2) [m]","wc2.P.R[cG][cG](3) [m]","wc2.P.phi[cG](1) [rad]","wc2.P.phi[cG](2) [rad]","wc2.P.phi[cG](3) [rad]","wc2.P.A(1,1) [-]","wc2.P.A(1,2) [-]","wc2.P.A(1,3) [-]","wc2.P.A(2,1) [-]","wc2.P.A(2,2) [-]","wc2.P.A(2,3) [-]","wc2.P.A(3,1) [-]","wc2.P.A(3,2) [-]","wc2.P.A(3,3) [-]","wc2.P.vR[cG][cG,cG](1) [m/s]","wc2.P.vR[cG][cG,cG](2) [m/s]","wc2.P.vR[cG][cG,cG](3) [m/s]","wc2.P.Omega[cG][cG](1) [rad/s]","wc2.P.Omega[cG][cG](2) [rad/s]","wc2.P.Omega[cG][cG](3) [rad/s]","wc2.P.F_tie[cG](1) [N]","wc2.P.F_tie[cG](2) [N]","wc2.P.F_tie[cG](3) [N]","wc2.P.M_tie[cG][cG](1) [Nm]","wc2.P.M_tie[cG][cG](2) [Nm]","wc2.P.M_tie[cG][cG](3) [Nm]","wc1.P.R[cG][cG](1) [m]","wc1.P.R[cG][cG](2) [m]","wc1.P.R[cG][cG](3) [m]","wc1.P.phi[cG](1) [rad]","wc1.P.phi[cG](2) [rad]","wc1.P.phi[cG](3) [rad]","wc1.P.A(1,1) [-]","wc1.P.A(1,2) [-]","wc1.P.A(1,3) [-]","wc1.P.A(2,1) [-]","wc1.P.A(2,2) [-]","wc1.P.A(2,3) [-]","wc1.P.A(3,1) [-]","wc1.P.A(3,2) [-]","wc1.P.A(3,3) [-]","wc1.P.vR[cG][cG,cG](1) [m/s]","wc1.P.vR[cG][cG,cG](2) [m/s]","wc1.P.vR[cG][cG,cG](3) [m/s]","wc1.P.Omega[cG][cG](1) [rad/s]","wc1.P.Omega[cG][cG](2) [rad/s]","wc1.P.Omega[cG][cG](3) [rad/s]","wc1.P.F_tie[cG](1) [N]","wc1.P.F_tie[cG](2) [N]","wc1.P.F_tie[cG](3) [N]","wc1.P.M_tie[cG][cG](1) [Nm]","wc1.P.M_tie[cG][cG](2) [Nm]","wc1.P.M_tie[cG][cG](3) [Nm]"
0.07738,4.91427,-0.0166887,0,-0.000278539,0,-0.033384,0,0.999443,0,0.0333778,0,1,0,-0.0333778,0,0.999443,-0.431102,0,-0.0143964,0,-0.862686,0,2.51368,0,-1.60971,0,0.239204,0,-0.0166888,0,0.499721,0,-0.0333837,0,0.999443,0,0.0333775,0,1,0,-0.0333775,0,0.999443,-0.431102,-0,-0.0143972,0,-0.862686,0,5.54161,0,2.41711,0,-0.0776501,0
0.07748,4.91815,-0.0167319,0,-0.000279982,0,-0.0334703,0,0.99944,0,0.033464,0,1,0,-0.033464,0,0.99944,-0.431658,0,-0.0144523,0,-0.8638,0,2.51396,0,-1.61387,0,0.239204,0,-0.0167319,0,0.49972,0,-0.0334701,0,0.99944,0,0.0334638,0,1,0,-0.0334638,0,0.99944,-0.431658,-0,-0.014453,0,-0.8638,0,5.54119,0,2.42335,0,-0.0776499,0
0.07758,4.92209,-0.0167751,0,-0.00028143,0,-0.0335567,0,0.999437,0,0.0335504,0,1,0,-0.0335504,0,0.999437,-0.432214,0,-0.0145083,0,-0.864914,0,2.51424,0,-1.61803,0,0.239203,0,-0.0167751,0,0.499719,0,-0.0335565,0,0.999437,0,0.0335502,0,1,0,-0.0335502,0,0.999437,-0.432213,-0,-0.014509,0,-0.864914,0,5.54077,0,2.4296,0,-0.0776497,0
0.07768,4.92599,-0.0168183,0,-0.000282883,0,-0.0336433,0,0.999434,0,0.0336369,0,1,0,-0.0336369,0,0.999434,-0.432769,0,-0.0145644,0,-0.866028,0,2.51452,0,-1.62219,0,0.239202,0,-0.0168183,0,0.499717,0,-0.033643,0,0.999434,0,0.0336367,0,1,0,-0.0336367,0,0.999434,-0.432769,-0,-0.0145652,0,-0.866028,0,5.54035,0,2.43586,0,-0.0776495,0
0.07778,4.93008,-0.0168616,0,-0.000284342,0,-0.0337299,0,0.999431,0,0.0337235,0,1,0,-0.0337235,0,0.999431,-0.433325,0,-0.0146207,0,-0.867142,0,2.5148,0,-1.62636,0,0.239202,0,-0.0168616,0,0.499716,0,-0.0337297,0,0.999431,0,0.0337233,0,1,0,-0.0337233,0,0.999431,-0.433324,-0,-0.0146214,0,-0.867142,0,5.53993,0,2.44212,0,-0.0776493,0
0.07788,4.93429,-0.016905,0,-0.000285807,0,-0.0338167,0,0.999428,0,0.0338102,0,1,0,-0.0338102,0,0.999428,-0.43388,0,-0.0146771,0,-0.868256,0,2.51508,0,-1.63054,0,0.239201,0,-0.016905,0,0.499714,0,-0.0338165,0,0.999428,0,0.03381,0,1,0,-0.03381,0,0.999428,-0.43388,-0,-0.0146779,0,-0.868256,0,5.53951,0,2.4484,0,-0.0776491,0
0.07798,4.9385,-0.0169484,0,-0.000287277,0,-0.0339036,0,0.999425,0,0.0338971,0,1,0,-0.0338971,0,0.999425,-0.434435,0,-0.0147337,0,-0.86937,0,2.51536,0,-1.63472,0,0.2392,0,-0.0169484,0,0.499713,0,-0.0339033,0,0.999425,0,0.0338968,0,1,0,-0.0338968,0,0.999425,-0.434435,-0,-0.0147345,0,-0.86937,0,5.53908,0,2.45468,0,-0.0776489,0
0.07808,4.94271,-0.0169919,0,-0.000288753,0,-0.0339906,0,0.999422,0,0.033984,0,1,0,-0.033984,0,0.999422,-0.434991,0,-0.0147904,0,-0.870485,0,2.51565,0,-1.63891,0,0.2392,0,-0.0169919,0,0.499711,0,-0.0339903,0,0.999422,0,0.0339838,0,1,0,-0.0339838,0,0.999422,-0.434991,-0,-0.0147912,0,-0.870485,0,5.53865,0,2.46097,0,-0.0776487,0
0.07818,4.94695,-0.0170354,0,-0.000290235,0,-0.0340777,0,0.999419,0,0.0340711,0,1,0,-0.0340711,0,0.999419,-0.435546,0,-0.0148473,0,-0.871599,0,2.51593,0,-1.6431,0,0.239199,0,-0.0170354,0,0.49971,0,-0.0340774,0,0.999419,0,0.0340708,0,1,0,-0.0340708,0,0.999419,-0.435546,-0,-0.014848,0,-0.871599,0,5.53822,0,2.46727,0,-0.0776485,0
0.07828,4.95118,-0.017079,0,-0.000291723,0,-0.0341649,0,0.999416,0,0.0341582,0,1,0,-0.0341582,0,0.999416,-0.436102,0,-0.0149043,0,-0.872713,0,2.51622,0,-1.6473,0,0.239198,0,-0.017079,0,0.499708,0,-0.0341646,0,0.999416,0,0.034158,0,1,0,-0.034158,0,0.999416,-0.436102,-0,-0.0149051,0,-0.872713,0,5.53779,0,2.47357,0,-0.0776483,0
0.07838,4.95541,-0.0171226,0,-0.000293216,0,-0.0342522,0,0.999413,0,0.0342455,0,1,0,-0.0342455,0,0.999413,-0.436657,0,-0.0149615,0,-0.873827,0,2.51651,0,-1.6515,0,0.239198,0,-0.0171226,0,0.499707,0,-0.034252,0,0.999413,0,0.0342453,0,1,0,-0.0342453,0,0.999413,-0.436657,-0,-0.0149622,0,-0.873827,0,5.53736,0,2.47989,0,-0.0776481,0
0.07848,4.95964,-0.0171663,0,-0.000294715,0,-0.0343396,0,0.99941,0,0.0343329,0,1,0,-0.0343329,0,0.99941,-0.437213,0,-0.0150188,0,-0.874941,0,2.5168,0,-1.65571,0,0.239197,0,-0.0171663,0,0.499705,0,-0.0343394,0,0.99941,0,0.0343327,0,1,0,-0.0343327,0,0.99941,-0.437213,-0,-0.0150195,0,-0.874941,0,5.53693,0,2.48621,0,-0.0776478,0
0.07858,4.96386,-0.0172101,0,-0.000296219,0,-0.0344272,0,0.999407,0,0.0344204,0,1,0,-0.0344204,0,0.999407,-0.437768,0,-0.0150762,0,-0.876055,0,2.51709,0,-1.65993,0,0.239196,0,-0.0172101,0,0.499704,0,-0.0344269,0,0.999407,0,0.0344201,0,1,0,-0.0344201,0,0.999407,-0.437768,-0,-0.015077,0,-0.876055,0,5.53649,0,2.49254,0,-0.0776476,0
0.07868,4.9681,-0.0172539,0,-0.00029773,0,-0.0345148,0,0.999404,0,0.034508,0,1,0,-0.034508,0,0.999404,-0.438324,0,-0.0151338,0,-0.877169,0,2.51738,0,-1.66415,0,0.239196,0,-0.0172539,0,0.499702,0,-0.0345146,0,0.999404,0,0.0345078,0,1,0,-0.0345078,0,0.999404,-0.438324,-0,-0.0151346,0,-0.877169,0,5.53605,0,2.49887,0,-0.0776474,0
0.07878,4.97238,-0.0172977,0,-0.000299246,0,-0.0346026,0,0.999401,0,0.0345957,0,1,0,-0.0345957,0,0.999401,-0.438879,0,-0.0151916,0,-0.878284,0,2.51767,0,-1.66837,0,0.239195,0,-0.0172977,0,0.499701,0,-0.0346024,0,0.999401,0,0.0345955,0,1,0,-0.0345955,0,0.999401,-0.438879,-0,-0.0151923,0,-0.878284,0,5.53561,0,2.50522,0,-0.0776472,0
0.07888,4.97765,-0.0173416,0,-0.000300768,0,-0.0346905,0,0.999398,0,0.0346835,0,1,0,-0.0346835,0,0.999398,-0.439434,0,-0.0152494,0,-0.879398,0,2.51797,0,-1.6726,0,0.239194,0,-0.0173416,0,0.499699,0,-0.0346903,0,0.999398,0,0.0346833,0,1,0,-0.0346833,0,0.999398,-0.439434,-0,-0.0152502,0,-0.879398,0,5.53517,0,2.51157,0,-0.077647,0
0.07898,4.98158,-0.0173856,0,-0.000302295,0,-0.0347785,0,0.999395,0,0.0347715,0,1,0,-0.0347715,0,0.999395,-0.43999,0,-0.0153075,0,-0.880512,0,2.51826,0,-1.67683,0,0.239193,0,-0.0173856,0,0.499698,0,-0.0347782,0,0.999395,0,0.0347712,0,1,0,-0.0347712,0,0.999395,-0.43999,-0,-0.0153082,0,-0.880512,0,5.53473,0,2.51794,0,-0.0776468,0
0.07908,4.98564,-0.0174296,0,-0.000303829,0,-0.0348666,0,0.999392,0,0.0348595,0,1,0,-0.0348595,0,0.999392,-0.440545,0,-0.0153657,0,-0.881626,0,2.51856,0,-1.68108,0,0.239193,0,-0.0174296,0,0.499696,0,-0.0348664,0,0.999392,0,0.0348593,0,1,0,-0.0348593,0,0.999392,-0.440545,-0,-0.0153664,0,-0.881626,0,5.53428,0,2.52431,0,-0.0776466,0
0.07918,4.98962,-0.0174737,0,-0.000305368,0,-0.0349548,0,0.999389,0,0.0349477,0,1,0,-0.0349477,0,0.999389,-0.4411,0,-0.015424,0,-0.88274,0,2.51886,0,-1.68532,0,0.239192,0,-0.0174737,0,0.499695,0,-0.0349546,0,0.999389,0,0.0349475,0,1,0,-0.0349475,0,0.999389,-0.4411,-0,-0.0154248,0,-0.88274,0,5.53384,0,2.53068,0,-0.0776464,0
0.07928,4.99368,-0.0175178,0,-0.000306913,0,-0.0350431,0,0.999386,0,0.035036,0,1,0,-0.035036,0,0.999386,-0.441656,0,-0.0154825,0,-0.883854,0,2.51915,0,-1.68957,0,0.239191,0,-0.0175179,0,0.499693,0,-0.0350429,0,0.999386,0,0.0350357,0,1,0,-0.0350357,0,0.999386,-0.441656,-0,-0.0154832,0,-0.883854,0,5.53339,0,2.53707,0,-0.0776462,0
0.07938,4.99773,-0.017562,0,-0.000308464,0,-0.0351316,0,0.999383,0,0.0351243,0,1,0,-0.0351243,0,0.999383,-0.442211,0,-0.0155411,0,-0.884968,0,2.51945,0,-1.69383,0,0.239191,0,-0.0175621,0,0.499691,0,-0.0351313,0,0.999383,0,0.0351241,0,1,0,-0.0351241,0,0.999383,-0.442211,-0,-0.0155419,0,-0.884968,0,5.53294,0,2.54346,0,-0.077646,0
0.07948,5.00182,-0.0176063,0,-0.000310021,0,-0.0352201,0,0.99938,0,0.0352128,0,1,0,-0.0352128,0,0.99938,-0.442766,0,-0.0155999,0,-0.886082,0,2.51975,0,-1.69809,0,0.23919,0,-0.0176063,0,0.49969,0,-0.0352199,0,0.99938,0,0.0352126,0,1,0,-0.0352126,0,0.99938,-0.442766,-0,-0.0156006,0,-0.886082,0,5.53249,0,2.54986,0,-0.0776457,0
0.07958,5.00592,-0.0176506,0,-0.000311584,0,-0.0353088,0,0.999377,0,0.0353014,0,1,0,-0.0353014,0,0.999377,-0.443322,0,-0.0156588,0,-0.887196,0,2.52006,0,-1.70236,0,0.239189,0,-0.0176506,0,0.499688,0,-0.0353085,0,0.999377,0,0.0353012,0,1,0,-0.0353012,0,0.999377,-0.443322,-0,-0.0156596,0,-0.887196,0,5.53204,0,2.55627,0,-0.0776455,0
0.07968,5.01,-0.0176949,0,-0.000313153,0,-0.0353975,0,0.999374,0,0.0353902,0,1,0,-0.0353902,0,0.999374,-0.443877,0,-0.0157178,0,-0.88831,0,2.52036,0,-1.70663,0,0.239188,0,-0.017695,0,0.499687,0,-0.0353973,0,0.999374,0,0.0353899,0,1,0,-0.0353899,0,0.999374,-0.443877,-0,-0.0157186,0,-0.88831,0,5.53158,0,2.56269,0,-0.0776453,0
0.07978,5.01411,-0.0177394,0,-0.000314727,0,-0.0354864,0,0.99937,0,0.035479,0,1,0,-0.035479,0,0.99937,-0.444432,0,-0.0157771,0,-0.889425,0,2.52066,0,-1.71091,0,0.239188,0,-0.0177394,0,0.499685,0,-0.0354862,0,0.99937,0,0.0354788,0,1,0,-0.0354788,0,0.99937,-0.444432,-0,-0.0157778,0,-0.889425,0,5.53113,0,2.56912,0,-0.0776451,0
0.07988,5.01767,-0.0177838,0,-0.000316308,0,-0.0355754,0,0.999367,0,0.0355679,0,1,0,-0.0355679,0,0.999367,-0.444988,0,-0.0158364,0,-0.890539,0,2.52097,0,-1.71519,0,0.239187,0,-0.0177838,0,0.499684,0,-0.0355752,0,0.999367,0,0.0355677,0,1,0,-0.0355677,0,0.999367,-0.444988,-0,-0.0158372,0,-0.890539,0,5.53067,0,2.57555,0,-0.0776449,0
0.07998,5.02104,-0.0178284,0,-0.000317894,0,-0.0356645,0,0.999364,0,0.035657,0,1,0,-0.035657,0,0.999364,-0.445543,0,-0.0158959,0,-0.891653,0,2.52127,0,-1.71948,0,0.239186,0,-0.0178284,0,0.499682,0,-0.0356643,0,0.999364,0,0.0356567,0,1,0,-0.0356567,0,0.999364,-0.445543,-0,-0.0158967,0,-0.891653,0,5.53021,0,2.58199,0,-0.0776447,0
0.08008,5.02434,-0.0178729,0,-0.000319487,0,-0.0357538,0,0.999361,0,0.0357461,0,1,0,-0.0357461,0,0.999361,-0.446098,0,-0.0159556,0,-0.892767,0,2.52158,0,-1.72377,0,0.239186,0,-0.017873,0,0.49968,0,-0.0357535,0,0.999361,0,0.0357459,0,1,0,-0.0357459,0,0.999361,-0.446098,-0,-0.0159564,0,-0.892767,0,5.52975,0,2.58844,0,-0.0776444,0
0.08018,5.02766,-0.0179176,0,-0.000321085,0,-0.0358431,0,0.999358,0,0.0358354,0,1,0,-0.0358354,0,0.999358,-0.446653,0,-0.0160154,0,-0.893881,0,2.52189,0,-1.72807,0,0.239185,0,-0.0179176,0,0.499679,0,-0.0358429,0,0.999358,0,0.0358352,0,1,0,-0.0358352,0,0.999358,-0.446653,-0,-0.0160162,0,-0.893881,0,5.52929,0,2.5949,0,-0.0776442,0
0.08028,5.03097,-0.0179623,0,-0.00032269,0,-0.0359325,0,0.999354,0,0.0359248,0,1,0,-0.0359248,0,0.999354,-0.447209,0,-0.0160754,0,-0.894995,0,2.5222,0,-1.73237,0,0.239184,0,-0.0179623,0,0.499677,0,-0.0359323,0,0.999355,0,0.0359246,0,1,0,-0.0359246,0,0.999355,-0.447209,-0,-0.0160762,0,-0.894995,0,5.52882,0,2.60136,0,-0.077644,0
0.08038,5.03454,-0.018007,0,-0.0003243,0,-0.0360221,0,0.999351,0,0.0360143,0,1,0,-0.0360143,0,0.999351,-0.447764,0,-0.0161355,0,-0.896109,0,2.52251,0,-1.73668,0,0.239183,0,-0.018007,0,0.499676,0,-0.0360218,0,0.999351,0,0.0360141,0,1,0,-0.0360141,0,0.999351,-0.447764,-0,-0.0161363,0,-0.896109,0,5.52835,0,2.60784,0,-0.0776438,0
0.08048,5.03885,-0.0180518,0,-0.000325916,0,-0.0361117,0,0.999348,0,0.0361039,0,1,0,-0.0361039,0,0.999348,-0.448319,0,-0.0161957,0,-0.897223,0,2.52282,0,-1.741,0,0.239183,0,-0.0180518,0,0.499674,0,-0.0361115,0,0.999348,0,0.0361037,0,1,0,-0.0361037,0,0.999348,-0.448319,-0,-0.0161965,0,-0.897223,0,5.52789,0,2.61432,0,-0.0776435,0
0.08058,5.04315,-0.0180967,0,-0.000327539,0,-0.0362015,0,0.999345,0,0.0361936,0,1,0,-0.0361936,0,0.999345,-0.448874,0,-0.0162561,0,-0.898337,0,2.52313,0,-1.74532,0,0.239182,0,-0.0180967,0,0.499672,0,-0.0362013,0,0.999345,0,0.0361934,0,1,0,-0.0361934,0,0.999345,-0.448874,-0,-0.0162569,0,-0.898337,0,5.52742,0,2.62081,0,-0.0776433,0
0.08068,5.04745,-0.0181416,0,-0.000329167,0,-0.0362914,0,0.999342,0,0.0362834,0,1,0,-0.0362834,0,0.999342,-0.44943,0,-0.0163167,0,-0.899451,0,2.52345,0,-1.74964,0,0.239181,0,-0.0181416,0,0.499671,0,-0.0362912,0,0.999342,0,0.0362832,0,1,0,-0.0362832,0,0.999342,-0.449429,-0,-0.0163175,0,-0.899451,0,5.52694,0,2.6273,0,-0.0776431,0
0.08078,5.05174,-0.0181866,0,-0.000330802,0,-0.0363814,0,0.999338,0,0.0363734,0,1,0,-0.0363734,0,0.999338,-0.449985,0,-0.0163774,0,-0.900565,0,2.52376,0,-1.75397,0,0.23918,0,-0.0181866,0,0.499669,0,-0.0363812,0,0.999338,0,0.0363731,0,1,0,-0.0363731,0,0.999338,-0.449985,-0,-0.0163782,0,-0.900565,0,5.52647,0,2.63381,0,-0.0776429,0
0.08088,5.05601,-0.0182316,0,-0.000332442,0,-0.0364715,0,0.999335,0,0.0364634,0,1,0,-0.0364634,0,0.999335,-0.45054,0,-0.0164383,0,-0.901679,0,2.52408,0,-1.75831,0,0.23918,0,-0.0182316,0,0.499667,0,-0.0364713,0,0.999335,0,0.0364632,0,1,0,-0.0364632,0,0.999335,-0.45054,-0,-0.0164391,0,-0.901679,0,5.526,0,2.64032,0,-0.0776426,0
0.08098,5.06028,-0.0182767,0,-0.000334089,0,-0.0365617,0,0.999332,0,0.0365536,0,1,0,-0.0365536,0,0.999332,-0.451095,0,-0.0164993,0,-0.902793,0,2.5244,0,-1.76265,0,0.239179,0,-0.0182767,0,0.499666,0,-0.0365615,0,0.999332,0,0.0365534,0,1,0,-0.0365534,0,0.999332,-0.451095,-0,-0.0165001,0,-0.902793,0,5.52552,0,2.64684,0,-0.0776424,0
0.08108,5.06454,-0.0183218,0,-0.000335742,0,-0.0366521,0,0.999328,0,0.0366439,0,1,0,-0.0366439,0,0.999328,-0.45165,0,-0.0165604,0,-0.903907,0,2.52472,0,-1.767,0,0.239178,0,-0.0183218,0,0.499664,0,-0.0366518,0,0.999328,0,0.0366436,0,1,0,-0.0366436,0,0.999328,-0.45165,-0,-0.0165612,0,-0.903907,0,5.52504,0,2.65337,0,-0.0776422,0
0.08118,5.06877,-0.018367,0,-0.000337401,0,-0.0367425,0,0.999325,0,0.0367342,0,1,0,-0.0367342,0,0.999325,-0.452205,0,-0.0166217,0,-0.905021,0,2.52504,0,-1.77135,0,0.239177,0,-0.018367,0,0.499663,0,-0.0367423,0,0.999325,0,0.036734,0,1,0,-0.036734,0,0.999325,-0.452205,-0,-0.0166225,0,-0.905021,0,5.52456,0,2.65991,0,-0.077642,0
0.08128,5.07299,-0.0184122,0,-0.000339066,0,-0.0368331,0,0.999322,0,0.0368247,0,1,0,-0.0368247,0,0.999322,-0.45276,0,-0.0166832,0,-0.906135,0,2.52536,0,-1.77571,0,0.239176,0,-0.0184123,0,0.499661,0,-0.0368328,0,0.999322,0,0.0368245,0,1,0,-0.0368245,0,0.999322,-0.45276,-0,-0.016684,0,-0.906135,0,5.52408,0,2.66645,0,-0.0776417,0
0.08138,5.07721,-0.0184575,0,-0.000340737,0,-0.0369237,0,0.999318,0,0.0369153,0,1,0,-0.0369153,0,0.999318,-0.453316,0,-0.0167448,0,-0.907249,0,2.52568,0,-1.78007,0,0.239176,0,-0.0184576,0,0.499659,0,-0.0369235,0,0.999318,0,0.0369151,0,1,0,-0.0369151,0,0.999318,-0.453316,-0,-0.0167456,0,-0.907249,0,5.52359,0,2.67301,0,-0.0776415,0
0.08148,5.08147,-0.0185029,0,-0.000342415,0,-0.0370145,0,0.999315,0,0.0370061,0,1,0,-0.0370061,0,0.999315,-0.453871,0,-0.0168066,0,-0.908363,0,2.52601,0,-1.78444,0,0.239175,0,-0.0185029,0,0.499658,0,-0.0370143,0,0.999315,0,0.0370058,0,1,0,-0.0370058,0,0.999315,-0.453871,-0,-0.0168074,0,-0.908363,0,5.52311,0,2.67957,0,-0.0776413,0
0.08158,5.08575,-0.0185483,0,-0.000344098,0,-0.0371054,0,0.999312,0,0.0370969,0,1,0,-0.0370969,0,0.999312,-0.454426,0,-0.0168685,0,-0.909478,0,2.52633,0,-1.78881,0,0.239174,0,-0.0185483,0,0.499656,0,-0.0371052,0,0.999312,0,0.0370967,0,1,0,-0.0370967,0,0.999312,-0.454426,-0,-0.0168693,0,-0.909478,0,5.52262,0,2.68614,0,-0.077641,0
0.08168,5.08994,-0.0185938,0,-0.000345788,0,-0.0371964,0,0.999308,0,0.0371878,0,1,0,-0.0371878,0,0.999308,-0.454981,0,-0.0169306,0,-0.910592,0,2.52666,0,-1.79319,0,0.239173,0,-0.0185938,0,0.499654,0,-0.0371962,0,0.999308,0,0.0371876,0,1,0,-0.0371876,0,0.999308,-0.454981,-0,-0.0169314,0,-0.910592,0,5.52213,0,2.69271,0,-0.0776408,0
0.08178,5.09412,-0.0186393,0,-0.000347484,0,-0.0372875,0,0.999305,0,0.0372789,0,1,0,-0.0372789,0,0.999305,-0.455536,0,-0.0169928,0,-0.911706,0,2.52698,0,-1.79757,0,0.239173,0,-0.0186393,0,0.499652,0,-0.0372873,0,0.999305,0,0.0372786,0,1,0,-0.0372786,0,0.999305,-0.455536,-0,-0.0169936,0,-0.911706,0,5.52164,0,2.6993,0,-0.0776406,0
0.08188,5.09834,-0.0186849,0,-0.000349186,0,-0.0373787,0,0.999301,0,0.03737,0,1,0,-0.03737,0,0.999301,-0.456091,0,-0.0170551,0,-0.91282,0,2.52731,0,-1.80196,0,0.239172,0,-0.0186849,0,0.499651,0,-0.0373785,0,0.999302,0,0.0373698,0,1,0,-0.0373698,0,0.999302,-0.456091,-0,-0.0170559,0,-0.91282,0,5.52114,0,2.70589,0,-0.0776403,0
0.08198,5.10258,-0.0187305,0,-0.000350895,0,-0.0374701,0,0.999298,0,0.0374613,0,1,0,-0.0374613,0,0.999298,-0.456646,0,-0.0171177,0,-0.913934,0,2.52764,0,-1.80636,0,0.239171,0,-0.0187305,0,0.499649,0,-0.0374698,0,0.999298,0,0.0374611,0,1,0,-0.0374611,0,0.999298,-0.456646,-0,-0.0171185,0,-0.913934,0,5.52065,0,2.71249,0,-0.0776401,0
0.08208,5.10681,-0.0187762,0,-0.00035261,0,-0.0375615,0,0.999295,0,0.0375527,0,1,0,-0.0375527,0,0.999295,-0.457201,0,-0.0171803,0,-0.915048,0,2.52797,0,-1.81075,0,0.23917,0,-0.0187762,0,0.499647,0,-0.0375613,0,0.999295,0,0.0375524,0,1,0,-0.0375524,0,0.999295,-0.457201,-0,-0.0171811,0,-0.915048,0,5.52015,0,2.7191,0,-0.0776399,0
0.08218,5.11102,-0.018822,0,-0.000354331,0,-0.0376531,0,0.999291,0,0.0376442,0,1,0,-0.0376442,0,0.999291,-0.457756,0,-0.0172432,0,-0.916162,0,2.5283,0,-1.81516,0,0.239169,0,-0.018822,0,0.499646,0,-0.0376528,0,0.999291,0,0.0376439,0,1,0,-0.0376439,0,0.999291,-0.457756,-0,-0.017244,0,-0.916162,0,5.51965,0,2.72572,0,-0.0776396,0
0.08228,5.11521,-0.0188678,0,-0.000356058,0,-0.0377447,0,0.999288,0,0.0377358,0,1,0,-0.0377358,0,0.999288,-0.458311,0,-0.0173061,0,-0.917276,0,2.52864,0,-1.81957,0,0.239169,0,-0.0188678,0,0.499644,0,-0.0377445,0,0.999288,0,0.0377355,0,1,0,-0.0377355,0,0.999288,-0.458311,-0,-0.0173069,0,-0.917276,0,5.51915,0,2.73234,0,-0.0776394,0
0.08238,5.11945,-0.0189136,0,-0.000357792,0,-0.0378365,0,0.999284,0,0.0378275,0,1,0,-0.0378275,0,0.999284,-0.458866,0,-0.0173693,0,-0.91839,0,2.52897,0,-1.82398,0,0.239168,0,-0.0189136,0,0.499642,0,-0.0378363,0,0.999284,0,0.0378273,0,1,0,-0.0378273,0,0.999284,-0.458866,-0,-0.0173701,0,-0.91839,0,5.51865,0,2.73897,0,-0.0776391,0
0.08248,5.12371,-0.0189595,0,-0.000359531,0,-0.0379284,0,0.999281,0,0.0379193,0,1,0,-0.0379193,0,0.999281,-0.459421,0,-0.0174326,0,-0.919504,0,2.52931,0,-1.82841,0,0.239167,0,-0.0189595,0,0.49964,0,-0.0379282,0,0.999281,0,0.0379191,0,1,0,-0.0379191,0,0.999281,-0.459421,-0,-0.0174334,0,-0.919504,0,5.51815,0,2.74562,0,-0.0776389,0
0.08258,5.12798,-0.0190055,0,-0.000361278,0,-0.0380204,0,0.999277,0,0.0380113,0,1,0,-0.0380113,0,0.999277,-0.459976,0,-0.017496,0,-0.920618,0,2.52965,0,-1.83283,0,0.239166,0,-0.0190055,0,0.499639,0,-0.0380202,0,0.999277,0,0.038011,0,1,0,-0.038011,0,0.999277,-0.459976,-0,-0.0174968,0,-0.920618,0,5.51764,0,2.75226,0,-0.0776387,0
0.08268,5.13146,-0.0190515,0,-0.00036303,0,-0.0381125,0,0.999274,0,0.0381033,0,1,0,-0.0381033,0,0.999274,-0.460531,0,-0.0175596,0,-0.921731,0,2.52998,0,-1.83726,0,0.239165,0,-0.0190515,0,0.499637,0,-0.0381123,0,0.999274,0,0.0381031,0,1,0,-0.0381031,0,0.999274,-0.460531,-0,-0.0175604,0,-0.921731,0,5.51713,0,2.75892,0,-0.0776384,0
0.08278,5.13536,-0.0190976,0,-0.000364789,0,-0.0382048,0,0.99927,0,0.0381955,0,1,0,-0.0381955,0,0.99927,-0.461086,0,-0.0176233,0,-0.922845,0,2.53032,0,-1.8417,0,0.239165,0,-0.0190976,0,0.499635,0,-0.0382045,0,0.99927,0,0.0381952,0,1,0,-0.0381952,0,0.99927,-0.461086,-0,-0.0176241,0,-0.922845,0,5.51662,0,2.76558,0,-0.0776382,0
0.08288,5.13944,-0.0191437,0,-0.000366555,0,-0.0382971,0,0.999267,0,0.0382877,0,1,0,-0.0382877,0,0.999267,-0.461641,0,-0.0176872,0,-0.923959,0,2.53066,0,-1.84614,0,0.239164,0,-0.0191438,0,0.499633,0,-0.0382969,0,0.999267,0,0.0382875,0,1,0,-0.0382875,0,0.999267,-0.461641,-0,-0.017688,0,-0.923959,0,5.51611,0,2.77226,0,-0.0776379,0
0.08298,5.14371,-0.0191899,0,-0.000368326,0,-0.0383895,0,0.999263,0,0.0383801,0,1,0,-0.0383801,0,0.999263,-0.462196,0,-0.0177513,0,-0.925073,0,2.53101,0,-1.85059,0,0.239163,0,-0.0191899,0,0.499632,0,-0.0383893,0,0.999263,0,0.0383799,0,1,0,-0.0383799,0,0.999263,-0.462196,-0,-0.0177521,0,-0.925073,0,5.5156,0,2.77894,0,-0.0776377,0
